x,y,z
-9.161659367494549011e-01,-4.007991720799754520e-01,0.000000000000000000e+00
-9.516020738895161202e-01,-3.073328699784193541e-01,0.000000000000000000e+00
-9.775301176650970092e-01,-2.107957994307796956e-01,0.000000000000000000e+00
-9.936910036334645202e-01,-1.121525269350539949e-01,0.000000000000000000e+00
-9.999232575641008314e-01,-1.238866346289056036e-02,0.000000000000000000e+00
-9.961646088358405704e-01,8.749898343944727264e-02,0.000000000000000000e+00
-9.824526126243324775e-01,1.865123694225757633e-01,0.000000000000000000e+00
-9.589242746631384540e-01,2.836621854632262463e-01,0.000000000000000000e+00
-9.258146823277321191e-01,3.779777427129810685e-01,0.000000000000000000e+00
-8.834546557201531369e-01,4.685166713003771077e-01,0.000000000000000000e+00
-8.322674422239008107e-01,5.543743361791615420e-01,0.000000000000000000e+00
-7.727644875559871451e-01,6.346928759426346822e-01,0.000000000000000000e+00
-7.055403255703919241e-01,7.086697742912599907e-01,0.000000000000000000e+00
-6.312666378723209570e-01,7.755658785102501618e-01,0.000000000000000000e+00
-5.506855425976375784e-01,8.347127848391597826e-01,0.000000000000000000e+00
-4.646021794137565886e-01,8.855195169413193623e-01,0.000000000000000000e+00
-3.738766648302360163e-01,9.274784307440359088e-01,0.000000000000000000e+00
-2.794154981989258602e-01,9.601702866503659672e-01,0.000000000000000000e+00
-1.821625042720950161e-01,9.832684384425847135e-01,0.000000000000000000e+00
-8.308940281749639667e-02,9.965420970232174991e-01,0.000000000000000000e+00
1.681390048435060097e-02,9.998586363834151003e-01,0.000000000000000000e+00
1.165492048504936373e-01,9.931849187581925920e-01,0.000000000000000000e+00
2.151199880878155168e-01,9.765876257280234896e-01,0.000000000000000000e+00
3.115413635133786885e-01,9.502325919585292713e-01,0.000000000000000000e+00
4.048499206165983022e-01,9.143831482353194096e-01,0.000000000000000000e+00
4.941133511386089361e-01,8.693974903498248308e-01,0.000000000000000000e+00
5.784397643882002171e-01,8.157251001253569278e-01,0.000000000000000000e+00
6.569865987187890610e-01,7.539022543433046009e-01,0.000000000000000000e+00
7.289690401258764885e-01,6.845466664428059289e-01,0.000000000000000000e+00
7.936678638491531101e-01,6.083513145322545501e-01,0.000000000000000000e+00
8.504366206285649543e-01,5.260775173811045313e-01,0.000000000000000000e+00
8.987080958116269169e-01,4.385473275743903554e-01,0.000000000000000000e+00
9.379999767747388972e-01,3.466353178350258246e-01,0.000000000000000000e+00
9.679196720314865443e-01,2.512598425822548664e-01,0.000000000000000000e+00
9.881682338770003682e-01,1.533738620378643502e-01,0.000000000000000000e+00
9.985433453746049848e-01,5.395542056264886199e-02,0.000000000000000000e+00
9.989413418397720124e-01,-4.600212563953694905e-02,0.000000000000000000e+00
9.893582466233817874e-01,-1.455000338086135381e-01,0.000000000000000000e+00
9.698898108450862976e-01,-2.435441537357911079e-01,0.000000000000000000e+00
9.407305566797725671e-01,-3.391548609838362371e-01,0.000000000000000000e+00
9.021718337562933954e-01,-4.313768449706208430e-01,0.000000000000000000e+00
8.545989080882804290e-01,-5.192886541166855663e-01,0.000000000000000000e+00
7.984871126234902583e-01,-6.020119026848236299e-01,0.000000000000000000e+00
7.343970978741134470e-01,-6.787200473200124540e-01,0.000000000000000000e+00
6.629692300821820039e-01,-7.486466455973999068e-01,0.000000000000000000e+00
5.849171928917616947e-01,-8.110930140616560147e-01,0.000000000000000000e+00
5.010208564578846335e-01,-8.654352092411122799e-01,0.000000000000000000e+00
4.121184852417565936e-01,-9.111302618846769397e-01,0.000000000000000000e+00
3.190983623493521271e-01,-9.477216021311118954e-01,0.000000000000000000e+00
2.228899141002459172e-01,-9.748436214041640291e-01,0.000000000000000000e+00
1.244544235070617066e-01,-9.922253254526034461e-01,0.000000000000000000e+00
2.477542545335776475e-02,-9.996930420352064806e-01,0.000000000000000000e+00
-7.515112046180930094e-02,-9.971721561963784453e-01,0.000000000000000000e+00
-1.743267812229813973e-01,-9.846878557941266541e-01,0.000000000000000000e+00
-2.717606264109441727e-01,-9.623648798313096941e-01,0.000000000000000000e+00
-3.664791292519284371e-01,-9.304262721047532603e-01,0.000000000000000000e+00
-4.575358937753213895e-01,-8.891911526253608589e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.031727933498067573e+00,1.000000000000000056e-01
1.030009246510835974e-01,1.026573591264267282e+00,1.000000000000000056e-01
2.049726981106325119e-01,1.011162065046667280e+00,1.000000000000000056e-01
3.048964521256257720e-01,9.856473417208605481e-01,1.000000000000000056e-01
4.017737815763470777e-01,9.502843559682726537e-01,1.000000000000000056e-01
4.946367202103124083e-01,9.054264430530942764e-01,1.000000000000000056e-01
5.825574122410975830e-01,8.515218084131191967e-01,1.000000000000000056e-01
6.646573831766474649e-01,7.891090493391671457e-01,1.000000000000000056e-01
7.401163172460165640e-01,7.188117734889897248e-01,1.000000000000000056e-01
8.081802537233909733e-01,6.413323680056919329e-01,1.000000000000000056e-01
8.681691202544348229e-01,5.574449814975767081e-01,1.000000000000000056e-01
9.194835279144529805e-01,4.679877890011494013e-01,1.000000000000000056e-01
9.616107601043942799e-01,3.738546172132183876e-01,1.000000000000000056e-01
9.941298954456283532e-01,2.759860136699992528e-01,1.000000000000000056e-01
1.016716013487222847e+00,1.753598491070361975e-01,1.000000000000000056e-01
1.029143441203683729e+00,7.298154689805518014e-02,1.000000000000000056e-01
1.031288007845229782e+00,-3.012596280303944662e-02,1.000000000000000056e-01
1.023128285610878319e+00,-1.329324638421254257e-01,1.000000000000000056e-01
1.004745803747949084e+00,-2.344107476441310289e-01,1.000000000000000056e-01
9.763242339387763202e-01,-3.335468767415678548e-01,1.000000000000000056e-01
9.381475551139708546e-01,-4.293503157025413408e-01,1.000000000000000056e-01
8.905972160288182504e-01,-5.208638282333603042e-01,1.000000000000000056e-01
8.341483239534048799e-01,-6.071730415671618974e-01,1.000000000000000056e-01
7.693648975578253335e-01,-6.874155825743477610e-01,1.000000000000000056e-01
6.968942314240706981e-01,-7.607896943098313436e-01,1.000000000000000056e-01
6.174604284925326869e-01,-8.265622469034081821e-01,1.000000000000000056e-01
5.318571650647782034e-01,-8.840760627510793057e-01,1.000000000000000056e-01
4.409397606523008384e-01,-9.327564828164340849e-01,1.000000000000000056e-01
3.456166319066918957e-01,-9.721171084337870694e-01,1.000000000000000056e-01
2.468402160207404661e-01,-1.001764661242862564e+00,1.000000000000000056e-01
1.455974542908374525e-01,-1.021402912696170340e+00,1.000000000000000056e-01
4.289993092577952527e-02,-1.030835643876731877e+00,1.000000000000000056e-01
-6.022623436825700477e-02,-1.029968606052637403e+00,1.000000000000000056e-01
-1.627506390366321443e-01,-1.018810462379220461e+00,1.000000000000000056e-01
-2.636488931179618578e-01,-9.974727013396739173e-01,1.000000000000000056e-01
-3.619128546099936172e-01,-9.661685227889793559e-01,1.000000000000000056e-01
-4.565607024912469170e-01,-9.252107077314292161e-01,1.000000000000000056e-01
-5.466467467521108903e-01,-8.750084931162248614e-01,1.000000000000000056e-01
-6.312708774168177550e-01,-8.160634828771557991e-01,1.000000000000000056e-01
-7.095875581447845803e-01,-7.489646360719008911e-01,1.000000000000000056e-01
-7.808142745502298920e-01,-6.743823821978086608e-01,1.000000000000000056e-01
-8.442393528272532643e-01,-5.930619224819727586e-01,1.000000000000000056e-01
-8.992290705592533850e-01,-5.058157840769050839e-01,1.000000000000000056e-01
-9.452339886638363442e-01,-4.135157015578094786e-01,1.000000000000000056e-01
-9.817944412065058302e-01,-3.170839068388648929e-01,1.000000000000000056e-01
-1.008545128230733390e+00,-2.174839145367914728e-01,1.000000000000000056e-01
-1.025218765714375202e+00,-1.157108948512896168e-01,1.000000000000000056e-01
-1.031648756183265681e+00,-1.278173015337109170e-02,1.000000000000000056e-01
-1.027770853298112685e+00,9.027514536716256532e-02,1.000000000000000056e-01
-1.013623803782680133e+00,1.924300214761822669e-01,1.000000000000000056e-01
-9.893489602793331672e-01,2.926622004195200133e-01,1.000000000000000056e-01
-9.551888690001609783e-01,3.899701953975282520e-01,1.000000000000000056e-01
-9.114848462854003852e-01,4.833817370901314359e-01,1.000000000000000056e-01
-8.586735682833874783e-01,5.719634882504893714e-01,1.000000000000000056e-01
-7.972827078268317491e-01,6.548303693022398120e-01,1.000000000000000056e-01
-7.279256621002943017e-01,7.311544017620636993e-01,1.000000000000000056e-01
-6.512954237782826450e-01,8.001729811269937542e-01,1.000000000000000056e-01
-5.681576568715226427e-01,8.611964965665234173e-01,1.000000000000000056e-01
-4.793430464652534972e-01,9.136152212860744193e-01,1.000000000000000056e-01
-3.857389987884490279e-01,9.569054047155747256e-01,1.000000000000000056e-01
-2.882807745441107738e-01,9.906345056520292625e-01,1.000000000000000056e-01
-1.879421440934815057e-01,1.014465514068239704e+00,1.000000000000000056e-01
-8.572565786448406444e-02,1.028160318405594964e+00,1.000000000000000056e-01
1.734737080076120472e-02,1.031582084706056612e+00,1.000000000000000056e-01
1.202470702712427481e-01,1.024696623811836238e+00,1.000000000000000056e-01
2.219453007639708153e-01,1.007572732972157992e+00,1.000000000000000056e-01
3.214259271768284409e-01,9.803815084438858296e-01,1.000000000000000056e-01
4.176949719746196887e-01,9.433946359542833004e-01,1.000000000000000056e-01
5.097905466840420008e-01,8.969816761070309452e-01,1.000000000000000056e-01
5.967924627653469205e-01,8.416063718548387751e-01,1.000000000000000056e-01
6.778314258320603525e-01,7.778220149331521727e-01,1.000000000000000056e-01
7.520977213531404582e-01,7.062659175520271670e-01,1.000000000000000056e-01
8.188493050529124240e-01,6.276530445831959293e-01,1.000000000000000056e-01
8.774192171721894029e-01,5.427688698674006940e-01,1.000000000000000056e-01
9.272222465097131883e-01,4.524615280194258515e-01,1.000000000000000056e-01
9.677607776590367861e-01,3.576333401473770213e-01,1.000000000000000056e-01
9.986297630171728779e-01,2.592317981584395525e-01,1.000000000000000056e-01
1.019520769886352651e+00,1.582400977329435077e-01,1.000000000000000056e-01
1.030225062231588273e+00,5.566731455812085061e-02,1.000000000000000056e-01
1.030635686302134646e+00,-4.746167802259792373e-02,1.000000000000000056e-01
1.020748539278013123e+00,-1.501164492052598221e-01,1.000000000000000056e-01
1.000662410264032465e+00,-2.512713064493634074e-01,1.000000000000000056e-01
9.705779932217084571e-01,-3.499155438586777356e-01,1.000000000000000056e-01
9.307958817015427044e-01,-4.450635408204549059e-01,1.000000000000000056e-01
8.817135654116265986e-01,-5.357646100008007783e-01,1.000000000000000056e-01
8.238214586318723942e-01,-6.211124962982528253e-01,1.000000000000000056e-01
7.576980001566371303e-01,-7.002544318451870975e-01,1.000000000000000056e-01
6.840038737254945378e-01,-7.723996565824655658e-01,1.000000000000000056e-01
6.034754066897078939e-01,-8.368273192725513843e-01,1.000000000000000056e-01
5.169172128727252957e-01,-8.928936800068004720e-01,1.000000000000000056e-01
4.251941531348313874e-01,-9.400385422418308101e-01,1.000000000000000056e-01
3.292226939693146393e-01,-9.777908500982098738e-01,1.000000000000000056e-01
2.299617504722085148e-01,-1.005773394995090664e+00,1.000000000000000056e-01
1.284031051796341028e-01,-1.023706584593662150e+00,1.000000000000000056e-01
2.556149850452823016e-02,-1.031411236391380326e+00,1.000000000000000056e-01
-7.753551021412685706e-02,-1.028810368054301705e+00,1.000000000000000056e-01
-1.798578097445563129e-01,-1.015929966599117495e+00,1.000000000000000056e-01
-2.803830294931037859e-01,-9.928987287394732686e-01,1.000000000000000056e-01
-3.781067546932633250e-01,-9.599467749909478265e-01,1.000000000000000056e-01
-4.720525621860037213e-01,-9.174033503829283065e-01,1.000000000000000056e-01
0.000000000000000000e+00,1.063423919656564465e+00,2.000000000000000111e-01
1.061652432432769050e-01,1.058111229514566265e+00,2.000000000000000111e-01
2.112697184696306074e-01,1.042226241732328695e+00,2.000000000000000111e-01
3.142632565055197280e-01,1.015927673856892755e+00,2.000000000000000111e-01
4.141167799640269043e-01,9.794782924853194794e-01,2.000000000000000111e-01
5.098325854459411222e-01,9.332422877877097900e-01,2.000000000000000111e-01
6.004543122623260398e-01,8.776816346394108459e-01,2.000000000000000111e-01
6.850764980743921928e-01,8.133514767207707941e-01,2.000000000000000111e-01
7.628536259738812886e-01,7.408945797049893978e-01,2.000000000000000111e-01
8.330085726085219022e-01,6.610349089559826030e-01,2.000000000000000111e-01
8.948403729416827268e-01,5.745703959057771870e-01,2.000000000000000111e-01
9.477312240633107843e-01,4.823649653874023668e-01,2.000000000000000111e-01
9.911526580723895030e-01,3.853399035835350372e-01,2.000000000000000111e-01
1.024670822353518140e+00,2.844646528394982887e-01,2.000000000000000111e-01
1.047950814488831428e+00,1.807471253158015045e-01,2.000000000000000111e-01
1.060760028492255813e+00,7.522363226300549099e-02,2.000000000000000111e-01
1.062970478931632101e+00,-3.105147045773581915e-02,2.000000000000000111e-01
1.054560079716848175e+00,-1.370163171499149124e-01,2.000000000000000111e-01
1.035612864776749520e+00,-2.416121420927046237e-01,2.000000000000000111e-01
1.006318148419900860e+00,-3.437938583780598689e-01,2.000000000000000111e-01
9.669686337685945432e-01,-4.425405000736418182e-01,2.000000000000000111e-01
9.179574881660057528e-01,-5.368654233769284412e-01,2.000000000000000111e-01
8.597744147780650437e-01,-6.258261648339472627e-01,2.000000000000000111e-01
7.930007596412976811e-01,-7.085338581225714139e-01,2.000000000000000111e-01
7.183037030453942595e-01,-7.841621153109893383e-01,2.000000000000000111e-01
6.364295932882976237e-01,-8.519552838527519878e-01,2.000000000000000111e-01
5.481964894107174135e-01,-9.112359968172331071e-01,2.000000000000000111e-01
4.544859874206123584e-01,-9.614119409160893914e-01,2.000000000000000111e-01
3.562344116772939162e-01,-1.001981774701847350e+00,2.000000000000000111e-01
2.544234594479365397e-01,-1.032540137805923575e+00,2.000000000000000111e-01
1.500703921129899476e-01,-1.052781701165433681e+00,2.000000000000000111e-01
4.421787102672623815e-02,-1.062504217770261494e+00,2.000000000000000111e-01
-6.207646041035169704e-02,-1.061610543448327615e+00,2.000000000000000111e-01
-1.677505443747590586e-01,-1.050109607498047382e+00,2.000000000000000111e-01
-2.717485203507313818e-01,-1.028116323469732363e+00,2.000000000000000111e-01
-3.730312749394766314e-01,-9.958504409873802921e-01,2.000000000000000111e-01
-4.705868243367724579e-01,-9.536343500830719577e-01,2.000000000000000111e-01
-5.634404257406178118e-01,-9.018898599823387263e-01,2.000000000000000111e-01
-6.506643166591052907e-01,-8.411339845258131165e-01,2.000000000000000111e-01
-7.313869848065623902e-01,-7.719737763378342610e-01,2.000000000000000111e-01
-8.048018759662258770e-01,-6.951002613572915267e-01,2.000000000000000111e-01
-8.701754528133657240e-01,-6.112815343348638741e-01,2.000000000000000111e-01
-9.268545241777557120e-01,-5.213550842841732091e-01,2.000000000000000111e-01
-9.742727715139334332e-01,-4.262194265683933447e-01,2.000000000000000111e-01
-1.011956407368904909e+00,-3.268251252317520006e-01,2.000000000000000111e-01
-1.039528909309760163e+00,-2.241652952778187546e-01,2.000000000000000111e-01
-1.056714782011364262e+00,-1.192656797926635454e-01,2.000000000000000111e-01
-1.063342309914576678e+00,-1.317440105901314731e-02,2.000000000000000111e-01
-1.059345272951357941e+00,9.304851193514183938e-02,2.000000000000000111e-01
-1.044763608193800097e+00,1.983417149557886727e-01,2.000000000000000111e-01
-1.019743010816102746e+00,3.016531531236513741e-01,2.000000000000000111e-01
-9.845334783565539150e-01,4.019505726987787630e-01,2.000000000000000111e-01
-9.394868128247659822e-01,4.982318350186932254e-01,2.000000000000000111e-01
-8.850531056122838969e-01,5.895349295366499875e-01,2.000000000000000111e-01
-8.217762403281843042e-01,6.749475859130141808e-01,2.000000000000000111e-01
-7.502884584938347423e-01,7.536163891189445740e-01,2.000000000000000111e-01
-6.713040423946046165e-01,8.247553064772571441e-01,2.000000000000000111e-01
-5.856121782073817617e-01,8.876535414411058644e-01,2.000000000000000111e-01
-4.940690707131594195e-01,9.416826356381253760e-01,2.000000000000000111e-01
-3.975893883818931718e-01,9.863027482187420869e-01,2.000000000000000111e-01
-2.971371243074934498e-01,1.021068049767499319e+00,2.000000000000000111e-01
-1.937159643074869431e-01,1.045631176883202729e+00,2.000000000000000111e-01
-8.835925842610520275e-02,1.059746702919202255e+00,2.000000000000000111e-01
1.788030395778352280e-02,1.063273590205318975e+00,2.000000000000000111e-01
1.239412122549678197e-01,1.056176599249623704e+00,2.000000000000000111e-01
2.287637409288182377e-01,1.038526640839792625e+00,2.000000000000000111e-01
3.313005379225477665e-01,1.010500067525956114e+00,2.000000000000000111e-01
4.305270894547519323e-01,9.723769115643128291e-01,2.000000000000000111e-01
5.254519566224599147e-01,9.245380869273909230e-01,2.000000000000000111e-01
6.151266815309195390e-01,8.674615833375505236e-01,2.000000000000000111e-01
6.986552639713691226e-01,8.017176903516771702e-01,2.000000000000000111e-01
7.752031139589430353e-01,7.279632992164435379e-01,2.000000000000000111e-01
8.440053906799189765e-01,6.469353394281136538e-01,2.000000000000000111e-01
9.043746445283112889e-01,5.594434155766085937e-01,2.000000000000000111e-01
9.557076858750875870e-01,4.663617180440695620e-01,2.000000000000000111e-01
9.974916119395592640e-01,3.686202883835221766e-01,2.000000000000000111e-01
1.029308931544419714e+00,2.671957266511128526e-01,2.000000000000000111e-01
1.050841736549584349e+00,1.631014335411708482e-01,2.000000000000000111e-01
1.061874878285240964e+00,5.737748482145044876e-02,2.000000000000000111e-01
1.062298117246238460e+00,-4.891976076013012514e-02,2.000000000000000111e-01
1.052107224568782584e+00,-1.547282162629184665e-01,2.000000000000000111e-01
1.031404024283845589e+00,-2.589906785751558971e-01,2.000000000000000111e-01
1.000395375925105634e+00,-3.606653916380083702e-01,2.000000000000000111e-01
9.593911076568679697e-01,-4.587364553277397672e-01,2.000000000000000111e-01
9.088009205734592921e-01,-5.522239759939476800e-01,2.000000000000000111e-01
8.491302951013246503e-01,-6.401938572330013733e-01,2.000000000000000111e-01
7.809754404056953314e-01,-7.217671330705365262e-01,2.000000000000000111e-01
7.050173372656887150e-01,-7.961287502989259357e-01,2.000000000000000111e-01
6.220149339394720478e-01,-8.625357122195032034e-01,2.000000000000000111e-01
5.327975630041326127e-01,-9.203245024199826485e-01,2.000000000000000111e-01
4.382566549387147958e-01,-9.689177144111151829e-01,2.000000000000000111e-01
3.393368312455387059e-01,-1.007829820881465999e+00,2.000000000000000111e-01
2.370264661043984811e-01,-1.036672024925816116e+00,2.000000000000000111e-01
1.323478108644776385e-01,-1.055156144775317939e+00,2.000000000000000111e-01
2.634678004676873145e-02,-1.063097493214473888e+00,2.000000000000000111e-01
-7.991749908807989355e-02,-1.060416722914740761e+00,2.000000000000000111e-01
-1.853832689892552510e-01,-1.047140619246808013e+00,2.000000000000000111e-01
-2.889967505462495145e-01,-1.023401832650030041e+00,2.000000000000000111e-01
-3.897226721014104278e-01,-9.894375532330819123e-01,2.000000000000000111e-01
-4.865546135421217611e-01,-9.455871408487996899e-01,2.000000000000000111e-01
0.000000000000000000e+00,1.095056043304182714e+00,3.000000000000000444e-01
1.093231862228135620e-01,1.089585324300536007e+00,3.000000000000000444e-01
2.175540513063295434e-01,1.073227828905500836e+00,3.000000000000000444e-01
3.236111882230009451e-01,1.046146995805995461e+00,3.000000000000000444e-01
4.264349091185846707e-01,1.008613407734616940e+00,3.000000000000000444e-01
5.249978333628952942e-01,9.610020878964196100e-01,3.000000000000000444e-01
6.183151527974548589e-01,9.037887528610168975e-01,3.000000000000000444e-01
7.054544716130775051e-01,8.375450593598685600e-01,3.000000000000000444e-01
7.855451225405870597e-01,7.629328924811842327e-01,3.000000000000000444e-01
8.577868662703650449e-01,6.806977523329122981e-01,3.000000000000000444e-01
9.214578871790092274e-01,5.916613052520914851e-01,3.000000000000000444e-01
9.759220054724415672e-01,4.967131739864162898e-01,3.000000000000000444e-01
1.020635033684117898e+00,3.968020488778144506e-01,3.000000000000000444e-01
1.055150214016309373e+00,2.929262088621442661e-01,3.000000000000000444e-01
1.079122682196338445e+00,1.861235469960543232e-01,3.000000000000000444e-01
1.092312913246394679e+00,7.746120017264478130e-02,3.000000000000000444e-01
1.094589114737936297e+00,-3.197511335762157070e-02,3.000000000000000444e-01
1.085928543618072561e+00,-1.410919421247857908e-01,3.000000000000000444e-01
1.066417733450628624e+00,-2.487990268450342157e-01,3.000000000000000444e-01
1.036251629801381302e+00,-3.540201939310712032e-01,3.000000000000000444e-01
9.957316424064056593e-01,-4.557041082628662254e-01,3.000000000000000444e-01
9.452626335856252338e-01,-5.528347777806496000e-01,3.000000000000000444e-01
8.853488729923409961e-01,-6.444417049417299204e-01,3.000000000000000444e-01
8.165889991175451224e-01,-7.296095836111380351e-01,3.000000000000000444e-01
7.396700378920018082e-01,-8.074874444979666110e-01,3.000000000000000444e-01
6.553605381502491944e-01,-8.772971577592325598e-01,3.000000000000000444e-01
5.645028925446908818e-01,-9.383412078160531244e-01,3.000000000000000444e-01
4.680049206366731496e-01,-9.900096626987402448e-01,3.000000000000000444e-01
3.668307982635123921e-01,-1.031786268285426633e+00,3.000000000000000444e-01
2.619914238122429406e-01,-1.063253606542599927e+00,3.000000000000000444e-01
1.545343176570925514e-01,-1.084097266228113421e+00,3.000000000000000444e-01
4.553315568216595444e-02,-1.094108984384387417e+00,3.000000000000000444e-01
-6.392295853307670972e-02,-1.093188727233038504e+00,3.000000000000000444e-01
-1.727403756767776632e-01,-1.081345689679326316e+00,3.000000000000000444e-01
-2.798318280870927266e-01,-1.058698203439699670e+00,3.000000000000000444e-01
-3.841272933712653326e-01,-1.025472554710401774e+00,3.000000000000000444e-01
-4.845846857156740906e-01,-9.820007231905959477e-01,3.000000000000000444e-01
-5.802002680628122189e-01,-9.287170650509513070e-01,3.000000000000000444e-01
-6.700186811201762627e-01,-8.661539729903635632e-01,3.000000000000000444e-01
-7.531424889945174117e-01,-7.949365567440934699e-01,3.000000000000000444e-01
-8.287411460746322289e-01,-7.157763971939262726e-01,3.000000000000000444e-01
-8.960592955685710015e-01,-6.294644364872160613e-01,3.000000000000000444e-01
-9.544243167790107396e-01,-5.368630752044051269e-01,3.000000000000000444e-01
-1.003253045706928193e+00,-4.388975555374901583e-01,3.000000000000000444e-01
-1.042057601833508151e+00,-3.365467165758867507e-01,3.000000000000000444e-01
-1.070450262861013302e+00,-2.308332140698116930e-01,3.000000000000000444e-01
-1.088147338705823808e+00,-1.228133023920660039e-01,3.000000000000000444e-01
-1.094972006035973555e+00,-1.356628079350003131e-02,3.000000000000000444e-01
-1.090856075031434447e+00,9.581629059833933482e-02,3.000000000000000444e-01
-1.075840670714258485e+00,2.042414972871738621e-01,3.000000000000000444e-01
-1.050075822040949847e+00,3.106259904483777978e-01,3.000000000000000444e-01
-1.013818962862725215e+00,4.139068113923234371e-01,3.000000000000000444e-01
-9.674323597315698242e-01,5.130520122962373142e-01,3.000000000000000444e-01
-9.113794922525972897e-01,6.070709670857354912e-01,3.000000000000000444e-01
-8.462204221490435829e-01,6.950242694430940338e-01,3.000000000000000444e-01
-7.726061973106582714e-01,7.760331190446554395e-01,3.000000000000000444e-01
-6.912723467383981024e-01,8.492881022431669757e-01,3.000000000000000444e-01
-6.030315313817860012e-01,9.140572794613859298e-01,3.000000000000000444e-01
-5.087654242993282505e-01,9.696934984903923249e-01,3.000000000000000444e-01
-4.094159012727623392e-01,1.015640860620536490e+00,3.000000000000000444e-01
-3.059756298955827458e-01,1.051440274997592628e+00,3.000000000000000444e-01
-1.994781511665816576e-01,1.076734045706819076e+00,3.000000000000000444e-01
-9.098755268983502176e-02,1.091269445752297562e+00,3.000000000000000444e-01
1.841216333690325058e-02,1.094901242221538062e+00,3.000000000000000444e-01
1.276279111138302336e-01,1.087593147404732452e+00,3.000000000000000444e-01
2.355684429910861744e-01,1.069418181369555576e+00,3.000000000000000444e-01
3.411552528545505614e-01,1.040557942368784961e+00,3.000000000000000444e-01
4.433333522024245910e-01,1.001300792370590775e+00,3.000000000000000444e-01
5.410818112416153625e-01,9.520389758410655601e-01,3.000000000000000444e-01
6.334239596807462735e-01,8.932647005671816576e-01,3.000000000000000444e-01
7.194371452968699732e-01,8.255652196792827580e-01,3.000000000000000444e-01
7.982619527714902574e-01,7.496169640119272337e-01,3.000000000000000444e-01
8.691107906843363873e-01,6.661787834305890055e-01,3.000000000000000444e-01
9.312757608664966602e-01,5.760843646546397467e-01,3.000000000000000444e-01
9.841357314849165094e-01,4.802339013352351915e-01,3.000000000000000444e-01
1.027162543186360910e+00,3.795850996179112036e-01,3.000000000000000444e-01
1.059926286291081876e+00,2.751436090593558093e-01,3.000000000000000444e-01
1.082099596308230272e+00,1.679529745094653359e-01,3.000000000000000444e-01
1.093460924853636884e+00,5.908420935614740188e-02,3.000000000000000444e-01
